Open Time,Open,High,Low,Close,Volume
2023-08-08 09:00:00,29152.0,29176.9,29144.2,29168.5,359.04349333
2023-08-08 10:00:00,29168.4,29279.0,29168.4,29261.4,1156.26916986
2023-08-08 11:00:00,29261.5,29407.4,29255.9,29397.2,3590.54824722
2023-08-08 12:00:00,29397.2,29566.1,29320.5,29547.2,6064.25669153
2023-08-08 13:00:00,29547.1,29647.0,29318.6,29329.3,6752.58869686
2023-08-08 14:00:00,29329.3,29502.4,29329.3,29409.5,2279.61815391
2023-08-08 15:00:00,29409.5,29574.0,29409.2,29512.4,2002.12708082
2023-08-08 16:00:00,29512.5,29809.2,29512.4,29725.2,7148.68387149
2023-08-08 17:00:00,29725.1,29863.3,29674.7,29785.7,4853.23396489
2023-08-08 18:00:00,29785.9,29939.0,29748.1,29833.9,5208.48091164
2023-08-08 19:00:00,29833.9,29928.8,29822.3,29865.3,2227.29785748
2023-08-08 20:00:00,29865.3,29993.9,29834.9,29967.1,2535.20715717
2023-08-08 21:00:00,29967.2,30234.4,29803.3,29836.8,6763.94103566
2023-08-08 22:00:00,29836.8,29866.6,29674.1,29752.6,3183.80596589
2023-08-08 23:00:00,29752.5,29802.7,29747.0,29752.2,1031.94819277
2023-08-09 00:00:00,29752.2,29839.7,29752.1,29769.8,857.23478546
2023-08-09 01:00:00,29769.7,29877.4,29753.1,29845.2,1840.17956634
2023-08-09 02:00:00,29845.2,29849.2,29635.6,29687.2,2125.76524963
2023-08-09 03:00:00,29687.2,29736.1,29671.2,29703.8,865.76866014
2023-08-09 04:00:00,29703.9,29746.6,29696.8,29746.5,646.03603351
2023-08-09 05:00:00,29746.5,29768.1,29720.4,29720.4,652.14301647
2023-08-09 06:00:00,29720.4,29720.5,29657.6,29713.3,1715.52562773
2023-08-09 07:00:00,29713.3,29807.0,29711.6,29806.9,737.88310245
2023-08-09 08:00:00,29806.9,29823.7,29769.7,29819.4,772.94932265
2023-08-09 09:00:00,29819.5,29819.5,29767.0,29772.1,458.53368105
2023-08-09 10:00:00,29772.1,29836.3,29729.5,29824.3,878.59034879
2023-08-09 11:00:00,29824.6,29898.6,29790.9,29877.5,1511.64387351
2023-08-09 12:00:00,29877.4,30070.9,29854.0,30057.1,3713.93290927
2023-08-09 13:00:00,30057.1,30128.4,29854.6,29870.1,4368.618177
2023-08-09 14:00:00,29870.1,29934.4,29747.4,29747.4,4427.82085489
2023-08-09 15:00:00,29747.4,29777.6,29660.9,29740.7,3572.04583078
2023-08-09 16:00:00,29740.8,29751.4,29492.5,29497.3,4844.19720664
2023-08-09 17:00:00,29492.6,29566.8,29427.0,29494.0,3435.92435967
2023-08-09 18:00:00,29493.9,29564.2,29437.2,29506.7,1150.83504768
2023-08-09 19:00:00,29506.7,29527.9,29370.2,29391.8,1803.97141346
2023-08-09 20:00:00,29391.9,29489.7,29355.1,29481.0,1298.62770709
2023-08-09 21:00:00,29481.1,29535.6,29423.9,29500.2,747.72460923
2023-08-09 22:00:00,29500.2,29579.1,29500.2,29579.0,421.14265968
2023-08-09 23:00:00,29579.0,29606.5,29549.5,29557.5,713.28245085
2023-08-10 00:00:00,29557.6,29614.2,29552.1,29598.2,786.67469414
2023-08-10 01:00:00,29598.2,29642.0,29565.9,29591.2,710.24347136
2023-08-10 02:00:00,29591.2,29628.6,29567.1,29567.2,474.87828798
2023-08-10 03:00:00,29567.2,29589.7,29550.3,29561.2,521.02832978
2023-08-10 04:00:00,29561.2,29561.2,29517.0,29523.7,543.98046889
2023-08-10 05:00:00,29523.7,29590.9,29491.3,29565.4,718.11836884
2023-08-10 06:00:00,29565.5,29584.5,29494.2,29494.3,593.92073831
2023-08-10 07:00:00,29494.2,29538.7,29473.0,29483.7,574.12828325
2023-08-10 08:00:00,29483.7,29503.2,29472.8,29491.0,370.6984369
2023-08-10 09:00:00,29491.0,29526.9,29453.5,29507.7,571.94027717
2023-08-10 10:00:00,29507.7,29532.7,29492.8,29530.4,292.74372949
2023-08-10 11:00:00,29530.3,29530.4,29463.7,29476.1,389.72437706
2023-08-10 12:00:00,29476.1,29610.7,29465.8,29534.4,3150.57824334
2023-08-10 13:00:00,29534.5,29672.0,29505.4,29656.1,2572.31913473
2023-08-10 14:00:00,29656.1,29711.7,29371.4,29469.5,4570.21404748
2023-08-10 15:00:00,29469.5,29499.5,29409.2,29437.0,1521.00230063
2023-08-10 16:00:00,29437.0,29446.8,29353.1,29408.5,1507.44232164
2023-08-10 17:00:00,29408.5,29431.5,29301.0,29378.6,1827.07323985
2023-08-10 18:00:00,29378.5,29441.5,29369.7,29402.2,703.01714648
2023-08-10 19:00:00,29402.2,29415.3,29353.9,29415.2,596.66697838
2023-08-10 20:00:00,29415.2,29451.9,29401.1,29421.1,460.02889483
2023-08-10 21:00:00,29421.1,29437.7,29421.0,29437.6,157.08624038
2023-08-10 22:00:00,29437.6,29451.4,29425.3,29442.4,257.99160358
2023-08-10 23:00:00,29442.4,29442.4,29430.9,29432.9,137.79817192
2023-08-11 00:00:00,29432.9,29469.7,29430.4,29465.8,289.24099067
2023-08-11 01:00:00,29465.8,29465.9,29426.6,29431.1,216.10900858
2023-08-11 02:00:00,29431.1,29431.2,29332.1,29347.8,591.07790242
2023-08-11 03:00:00,29347.7,29399.2,29336.8,29371.9,541.51643525
2023-08-11 04:00:00,29371.9,29396.0,29371.9,29388.2,347.39276006
2023-08-11 05:00:00,29388.2,29424.7,29355.4,29424.7,470.4596548
2023-08-11 06:00:00,29424.7,29435.2,29400.7,29430.8,394.95972559
2023-08-11 07:00:00,29430.8,29452.3,29387.4,29387.4,428.08373635
2023-08-11 08:00:00,29387.4,29412.7,29380.0,29386.0,474.28629854
2023-08-11 09:00:00,29386.0,29386.0,29356.0,29356.0,279.385587
2023-08-11 10:00:00,29356.0,29390.4,29323.9,29370.1,515.71192523
2023-08-11 11:00:00,29370.1,29414.7,29370.0,29414.7,258.39275302
2023-08-11 12:00:00,29414.7,29427.1,29372.6,29394.2,639.77644635
2023-08-11 13:00:00,29394.2,29439.6,29389.9,29439.6,770.50361463
2023-08-11 14:00:00,29439.6,29536.3,29435.5,29471.3,3500.93770709
2023-08-11 15:00:00,29471.4,29496.6,29324.3,29358.5,2261.51344406
2023-08-11 16:00:00,29358.4,29392.3,29216.6,29330.2,2756.75122325
2023-08-11 17:00:00,29330.2,29360.4,29293.9,29303.5,817.2429396
2023-08-11 18:00:00,29303.6,29340.1,29303.5,29338.9,378.62090452
2023-08-11 19:00:00,29338.9,29376.7,29319.7,29362.4,731.42002981
2023-08-11 20:00:00,29362.5,29392.3,29362.5,29384.1,214.23403969
2023-08-11 21:00:00,29384.1,29414.2,29383.2,29383.3,285.24086429
2023-08-11 22:00:00,29383.2,29408.6,29383.2,29408.5,130.75081928
2023-08-11 23:00:00,29408.6,29419.9,29385.8,29407.4,273.7599455
2023-08-12 00:00:00,29407.3,29432.5,29390.4,29432.5,273.22569115
2023-08-12 01:00:00,29432.5,29436.6,29389.1,29389.2,282.70970018
2023-08-12 02:00:00,29389.1,29393.5,29378.2,29378.3,159.3333438
2023-08-12 03:00:00,29378.2,29378.3,29361.2,29378.2,301.3384241
2023-08-12 04:00:00,29378.3,29398.4,29378.2,29398.3,69.80120853
2023-08-12 05:00:00,29398.3,29398.4,29387.2,29387.2,120.49051133
2023-08-12 06:00:00,29387.2,29388.1,29371.0,29388.1,229.15060426
2023-08-12 07:00:00,29388.1,29392.0,29382.9,29392.0,127.03876394
2023-08-12 08:00:00,29391.9,29394.2,29376.9,29377.0,174.92760002
2023-08-12 09:00:00,29377.0,29397.7,29376.0,29397.7,205.50658331
2023-08-12 10:00:00,29397.6,29413.1,29397.6,29413.1,103.11454384
2023-08-12 11:00:00,29413.0,29413.1,29407.2,29410.8,207.12108219
2023-08-12 12:00:00,29410.8,29411.0,29408.0,29411.0,128.4845479
2023-08-12 13:00:00,29411.0,29411.0,29400.6,29400.6,148.36332145
2023-08-12 14:00:00,29400.7,29430.0,29400.6,29430.0,342.39596158
2023-08-12 15:00:00,29429.9,29434.5,29426.2,29426.2,227.56169325
2023-08-12 16:00:00,29426.2,29468.4,29426.2,29450.0,855.47375011
2023-08-12 17:00:00,29450.0,29450.0,29421.8,29421.9,139.94584516
2023-08-12 18:00:00,29421.8,29421.8,29406.6,29416.2,223.39704671
2023-08-12 19:00:00,29416.2,29416.3,29396.2,29396.2,189.3053051
2023-08-12 20:00:00,29396.2,29402.8,29396.2,29402.7,85.79128785
2023-08-12 21:00:00,29402.7,29402.7,29384.2,29394.0,243.73341077
2023-08-12 22:00:00,29393.9,29408.9,29393.9,29406.7,148.15862377
2023-08-12 23:00:00,29406.6,29406.9,29406.6,29406.9,54.02836648
2023-08-13 00:00:00,29406.8,29427.9,29406.8,29427.9,129.16608632
2023-08-13 01:00:00,29427.9,29429.8,29424.8,29427.5,183.94692593
2023-08-13 02:00:00,29427.5,29431.0,29427.4,29431.0,115.25380688
2023-08-13 03:00:00,29431.0,29431.0,29383.6,29388.5,503.37318959
2023-08-13 04:00:00,29388.6,29388.6,29361.0,29373.7,488.28084163
2023-08-13 05:00:00,29373.7,29373.7,29345.0,29354.7,293.41001253
2023-08-13 06:00:00,29354.7,29371.8,29354.6,29371.8,134.09464
2023-08-13 07:00:00,29371.8,29376.5,29371.7,29376.5,76.71993582
2023-08-13 08:00:00,29376.4,29378.5,29372.8,29378.5,180.26419813
2023-08-13 09:00:00,29378.5,29379.5,29378.4,29379.5,36.94091661
2023-08-13 10:00:00,29379.5,29379.6,29379.4,29379.6,39.72828829
2023-08-13 11:00:00,29379.5,29379.6,29355.7,29356.0,320.52553883
2023-08-13 12:00:00,29355.9,29363.7,29350.0,29363.7,446.43438232
2023-08-13 13:00:00,29363.6,29363.7,29357.4,29357.5,167.62194581
2023-08-13 14:00:00,29357.5,29357.5,29351.0,29351.0,102.19562048
2023-08-13 15:00:00,29351.0,29351.1,29342.9,29345.7,212.70869195
2023-08-13 16:00:00,29345.6,29345.6,29305.0,29322.7,498.22033226
2023-08-13 17:00:00,29322.7,29397.1,29322.6,29370.2,621.93991076
2023-08-13 18:00:00,29370.2,29397.5,29370.2,29397.5,233.58569744
2023-08-13 19:00:00,29397.5,29444.7,29397.4,29422.3,443.42729445
2023-08-13 20:00:00,29422.2,29422.3,29402.2,29404.6,207.90098849
2023-08-13 21:00:00,29404.7,29404.7,29352.0,29352.0,355.4467203
2023-08-13 22:00:00,29352.0,29354.8,29250.0,29289.8,2025.71997493
2023-08-13 23:00:00,29289.8,29307.6,29274.9,29283.3,576.46402699
2023-08-14 00:00:00,29283.2,29296.6,29218.6,29241.5,1046.487066
2023-08-14 01:00:00,29241.4,29267.7,29176.0,29241.0,1773.03525539
2023-08-14 02:00:00,29240.9,29331.7,29061.2,29274.5,5340.85970784
2023-08-14 03:00:00,29274.5,29394.0,29274.5,29362.0,1696.0408351
2023-08-14 04:00:00,29362.0,29413.2,29362.0,29381.7,971.95050214
2023-08-14 05:00:00,29381.7,29417.5,29381.6,29413.3,434.46840834
2023-08-14 06:00:00,29413.4,29437.3,29382.6,29390.7,621.04188328
2023-08-14 07:00:00,29390.7,29398.4,29368.5,29393.0,516.81286043
2023-08-14 08:00:00,29393.1,29465.0,29393.0,29405.8,1150.17218578
2023-08-14 09:00:00,29405.8,29405.9,29352.3,29375.1,1066.71014351
2023-08-14 10:00:00,29375.0,29407.3,29371.7,29402.1,335.86690999
2023-08-14 11:00:00,29402.1,29402.2,29350.2,29368.4,328.01961937
2023-08-14 12:00:00,29368.3,29368.4,29306.3,29353.9,829.71200342
2023-08-14 13:00:00,29353.9,29362.3,29300.6,29349.8,998.2239893
2023-08-14 14:00:00,29349.8,29560.0,29349.8,29501.3,4675.49650878
