Open Time,Open,High,Low,Close,Volume
2023-08-14 15:00:00,29501.3,29647.1,29444.5,29579.3,5520.58126813
2023-08-14 16:00:00,29579.3,29662.6,29579.2,29624.2,1674.51573426
2023-08-14 17:00:00,29624.2,29641.8,29453.5,29459.2,2400.64036823
2023-08-14 18:00:00,29459.2,29459.2,29213.4,29299.5,5600.42280621
2023-08-14 19:00:00,29299.4,29357.2,29296.3,29321.8,828.75618308
2023-08-14 20:00:00,29321.8,29365.2,29303.5,29365.1,364.61932557
2023-08-14 21:00:00,29365.1,29374.7,29353.2,29374.6,270.99772206
2023-08-14 22:00:00,29374.6,29437.8,29370.5,29408.9,615.4090552
2023-08-14 23:00:00,29408.9,29408.9,29399.8,29406.8,207.52114475
2023-08-15 00:00:00,29406.9,29420.6,29379.7,29400.0,361.73599608
2023-08-15 01:00:00,29400.0,29417.1,29351.2,29385.0,577.81941458
2023-08-15 02:00:00,29384.9,29384.9,29348.2,29348.2,289.63488169
2023-08-15 03:00:00,29348.3,29361.4,29341.8,29361.3,291.03527424
2023-08-15 04:00:00,29361.4,29364.4,29345.2,29347.5,304.19162641
2023-08-15 05:00:00,29347.5,29354.3,29330.0,29330.1,313.18641558
2023-08-15 06:00:00,29330.0,29342.7,29325.6,29334.3,370.72934949
2023-08-15 07:00:00,29334.3,29390.0,29315.9,29373.0,706.9330841
2023-08-15 08:00:00,29372.9,29413.8,29364.3,29392.0,1290.68374574
2023-08-15 09:00:00,29392.1,29408.9,29377.7,29388.8,483.17806417
2023-08-15 10:00:00,29388.8,29388.8,29363.7,29367.7,392.90825136
2023-08-15 11:00:00,29367.6,29367.7,29321.0,29331.0,879.81114246
2023-08-15 12:00:00,29331.0,29357.5,29323.1,29330.4,560.82784644
2023-08-15 13:00:00,29330.4,29370.8,29327.5,29337.9,523.06524283
2023-08-15 14:00:00,29337.8,29426.2,29301.0,29416.3,1334.62344068
2023-08-15 15:00:00,29416.3,29464.5,29275.0,29292.9,2652.05403264
2023-08-15 16:00:00,29292.8,29327.9,29232.1,29255.5,1871.10886813
2023-08-15 17:00:00,29255.4,29306.6,29249.4,29306.6,656.1735582
2023-08-15 18:00:00,29306.6,29321.3,29282.1,29302.6,412.22328683
2023-08-15 19:00:00,29302.5,29302.6,29050.0,29158.7,7887.52659057
2023-08-15 20:00:00,29158.7,29193.8,29108.8,29166.7,1331.14384413
2023-08-15 21:00:00,29166.6,29206.6,29155.8,29201.4,451.84474831
2023-08-15 22:00:00,29201.3,29201.3,29153.9,29154.0,321.46928536
2023-08-15 23:00:00,29153.9,29178.3,29146.4,29166.7,501.36226671
2023-08-16 00:00:00,29166.7,29219.9,29165.1,29193.4,629.42401958
2023-08-16 01:00:00,29193.5,29206.7,29157.2,29206.3,766.91298672
2023-08-16 02:00:00,29206.2,29218.7,29196.9,29215.4,444.2024104
2023-08-16 03:00:00,29215.4,29216.0,29195.0,29196.7,335.38218083
2023-08-16 04:00:00,29196.7,29196.8,29172.4,29176.1,272.85906764
2023-08-16 05:00:00,29176.1,29176.1,29108.0,29112.7,1112.05111296
2023-08-16 06:00:00,29112.8,29158.9,29078.8,29158.9,1222.22528045
2023-08-16 07:00:00,29158.8,29176.9,29153.0,29170.5,525.01866743
2023-08-16 08:00:00,29170.5,29183.4,29139.9,29158.5,450.36877582
2023-08-16 09:00:00,29158.5,29158.6,29072.2,29132.2,1636.1075882
2023-08-16 10:00:00,29132.2,29171.8,29132.2,29166.0,468.46317565
2023-08-16 11:00:00,29166.0,29166.0,29120.3,29129.9,444.67484108
2023-08-16 12:00:00,29129.9,29175.0,29001.0,29131.9,2707.55769839
2023-08-16 13:00:00,29132.0,29141.5,29044.9,29056.0,1957.17662175
2023-08-16 14:00:00,29056.0,29125.0,29020.0,29121.1,1349.24471691
2023-08-16 15:00:00,29121.1,29147.8,29070.0,29070.1,1026.08353565
2023-08-16 16:00:00,29070.1,29071.0,28910.1,29052.4,5510.00950952
2023-08-16 17:00:00,29052.3,29137.0,29022.9,29137.0,2068.32629192
2023-08-16 18:00:00,29136.9,29201.1,29084.8,29141.8,1993.07869236
2023-08-16 19:00:00,29141.7,29141.8,29079.0,29080.9,1061.06528168
2023-08-16 20:00:00,29081.0,29102.6,28778.5,28936.7,7688.06313783
2023-08-16 21:00:00,28936.6,28936.7,28839.4,28892.1,2126.60312483
2023-08-16 22:00:00,28892.0,28937.3,28878.6,28880.6,830.44685723
2023-08-16 23:00:00,28880.6,28880.6,28689.0,28696.5,4410.23859403
2023-08-17 00:00:00,28696.6,28742.9,28288.0,28545.8,11246.69073599
2023-08-17 01:00:00,28545.8,28595.7,28507.2,28593.1,2370.71549399
2023-08-17 02:00:00,28593.0,28606.3,28538.2,28545.5,1300.91608717
2023-08-17 03:00:00,28545.6,28657.0,28545.5,28620.7,1184.76569466
2023-08-17 04:00:00,28620.6,28666.4,28578.0,28609.8,1067.16733686
2023-08-17 05:00:00,28609.8,28640.0,28601.7,28640.0,774.73367977
2023-08-17 06:00:00,28640.0,28657.4,28626.1,28648.3,1092.49320796
2023-08-17 07:00:00,28648.2,28648.3,28570.8,28582.8,984.64538942
2023-08-17 08:00:00,28582.7,28595.6,28517.0,28517.0,1550.0838468
2023-08-17 09:00:00,28517.0,28577.1,28460.5,28555.7,1648.31220305
2023-08-17 10:00:00,28555.7,28564.3,28456.0,28505.4,1619.04068737
2023-08-17 11:00:00,28505.4,28524.6,28444.0,28508.7,1500.96743
2023-08-17 12:00:00,28508.7,28535.6,28399.0,28467.3,2231.42883665
2023-08-17 13:00:00,28467.2,28507.3,28345.1,28360.1,3744.59283645
2023-08-17 14:00:00,28360.0,28416.2,28288.0,28355.9,4840.89559683
2023-08-17 15:00:00,28355.9,28464.7,27820.8,27890.5,25174.01107533
2023-08-17 16:00:00,27890.5,28041.8,27639.0,27897.1,16303.24799877
2023-08-17 17:00:00,27897.0,27997.4,27897.0,27935.7,2226.73626697
2023-08-17 18:00:00,27935.6,27981.8,27824.0,27835.0,2492.47603907
2023-08-17 19:00:00,27834.9,27927.4,27814.1,27854.0,1901.74908741
2023-08-17 20:00:00,27854.1,27876.0,27468.0,27629.4,7734.08576997
2023-08-17 21:00:00,27629.4,27687.3,24359.1,26214.6,26839.07901682
2023-08-17 22:00:00,26214.6,26946.2,25930.0,26793.7,28039.38282774
2023-08-17 23:00:00,26793.8,26999.9,26448.2,26630.2,15495.01444761
2023-08-18 00:00:00,26630.2,26815.6,26582.4,26727.7,6214.81587894
2023-08-18 01:00:00,26727.7,26746.8,26558.1,26600.8,3314.17686955
2023-08-18 02:00:00,26600.8,26672.7,26461.5,26476.1,2442.22857463
2023-08-18 03:00:00,26476.1,26508.8,26311.6,26386.4,3215.62294305
2023-08-18 04:00:00,26386.4,26425.0,26114.4,26250.9,4669.39741509
2023-08-18 05:00:00,26250.9,26522.0,26250.9,26425.6,2907.64792548
2023-08-18 06:00:00,26425.6,26593.3,26425.6,26482.7,4008.96450466
2023-08-18 07:00:00,26482.6,26503.1,26404.0,26406.4,2499.29116694
2023-08-18 08:00:00,26406.3,26574.7,26403.0,26569.7,2071.03827809
2023-08-18 09:00:00,26569.7,26589.4,26412.3,26430.5,2031.48003517
2023-08-18 10:00:00,26430.5,26443.2,26366.2,26431.8,1432.90529342
2023-08-18 11:00:00,26431.8,26486.5,26360.0,26470.3,1753.19074105
2023-08-18 12:00:00,26470.3,26477.7,26302.7,26304.3,3584.9695695
2023-08-18 13:00:00,26304.3,26359.3,26200.0,26214.5,4570.20820382
2023-08-18 14:00:00,26214.6,26280.0,25941.3,25988.3,7773.95150139
2023-08-18 15:00:00,25988.3,26228.4,25905.7,25974.8,7387.03748788
2023-08-18 16:00:00,25974.9,26117.9,25742.3,25879.6,5456.09641892
2023-08-18 17:00:00,25879.6,26086.4,25567.0,25981.8,11373.75526618
2023-08-18 18:00:00,25981.9,26287.9,25898.4,26098.5,5305.02415545
2023-08-18 19:00:00,26098.5,26114.1,25959.2,26034.4,3566.03999611
2023-08-18 20:00:00,26034.4,26215.7,26024.8,26057.2,2762.4498228
2023-08-18 21:00:00,26057.2,26149.0,26040.3,26043.2,1027.74532637
2023-08-18 22:00:00,26043.2,26091.9,26020.3,26047.2,723.91963799
2023-08-18 23:00:00,26047.1,26070.5,25983.0,26027.7,1258.08557328
2023-08-19 00:00:00,26027.6,26129.9,26003.1,26077.1,1055.1804367
2023-08-19 01:00:00,26077.1,26077.1,25996.5,25998.4,1018.65087177
2023-08-19 02:00:00,25998.3,26043.1,25980.0,25985.4,1180.15730741
2023-08-19 03:00:00,25985.4,25985.4,25907.2,25940.6,1013.5704101
2023-08-19 04:00:00,25940.7,25989.2,25902.6,25965.1,861.81144687
2023-08-19 05:00:00,25965.1,25968.9,25855.8,25866.4,1255.40558013
2023-08-19 06:00:00,25866.3,25902.1,25808.5,25815.7,1284.64912894
2023-08-19 07:00:00,25815.8,25895.1,25782.3,25895.1,1824.91997333
2023-08-19 08:00:00,25895.1,25973.1,25878.5,25916.3,1433.76781084
2023-08-19 09:00:00,25916.3,25939.7,25869.5,25919.9,664.08606994
2023-08-19 10:00:00,25920.0,25933.7,25880.7,25891.8,449.15067332
2023-08-19 11:00:00,25891.8,25915.9,25879.3,25886.1,619.82977341
2023-08-19 12:00:00,25886.2,25899.6,25855.7,25896.5,764.63457478
2023-08-19 13:00:00,25896.6,25954.1,25890.3,25911.6,859.49662485
2023-08-19 14:00:00,25911.6,26021.7,25907.9,25962.4,1628.4215072
2023-08-19 15:00:00,25962.4,26200.0,25942.5,26196.6,4061.62351208
2023-08-19 16:00:00,26196.5,26246.0,26101.1,26228.8,3119.05567595
2023-08-19 17:00:00,26228.7,26228.7,26055.5,26069.4,1771.07341503
2023-08-19 18:00:00,26069.3,26116.1,26012.5,26113.0,982.26476344
2023-08-19 19:00:00,26113.1,26139.6,26084.3,26108.0,775.07572987
2023-08-19 20:00:00,26108.0,26133.4,26013.5,26038.0,1967.1690813
2023-08-19 21:00:00,26038.0,26072.5,26037.9,26063.1,468.80364826
2023-08-19 22:00:00,26063.0,26066.4,26039.5,26039.6,226.10899678
2023-08-19 23:00:00,26039.6,26103.8,26039.5,26081.0,279.62465653
2023-08-20 00:00:00,26081.0,26163.4,26073.9,26160.3,401.0794654
2023-08-20 01:00:00,26160.3,26184.4,26033.0,26051.3,737.1848384
2023-08-20 02:00:00,26051.2,26082.1,26034.9,26074.8,399.00910161
2023-08-20 03:00:00,26074.9,26115.1,26074.9,26088.9,283.64932957
2023-08-20 04:00:00,26088.9,26106.3,26087.4,26105.8,239.99547785
2023-08-20 05:00:00,26105.8,26137.5,26053.8,26078.0,512.53555705
2023-08-20 06:00:00,26078.0,26078.0,26027.9,26045.1,697.29382957
2023-08-20 07:00:00,26045.1,26070.6,26045.1,26068.7,241.24627626
2023-08-20 08:00:00,26069.0,26091.1,26045.1,26091.1,405.95394325
2023-08-20 09:00:00,26091.3,26125.0,26081.5,26125.0,401.99865574
2023-08-20 10:00:00,26124.9,26138.5,26109.6,26131.7,804.86928115
2023-08-20 11:00:00,26131.7,26178.6,26124.4,26162.9,788.19053271
2023-08-20 12:00:00,26163.0,26179.7,26126.5,26165.4,573.42783966
2023-08-20 13:00:00,26165.5,26196.4,26119.9,26122.7,709.43685084
2023-08-20 14:00:00,26122.7,26133.8,26049.4,26053.5,1159.23005547
2023-08-20 15:00:00,26053.6,26120.0,25944.5,26097.9,3281.29179578
2023-08-20 16:00:00,26097.9,26111.3,25991.5,26035.0,1076.29271517
2023-08-20 17:00:00,26035.0,26144.9,26015.1,26108.2,930.87754985
2023-08-20 18:00:00,26108.2,26131.7,26092.9,26097.8,550.73558705
2023-08-20 19:00:00,26097.7,26121.6,26097.7,26120.2,430.28119455
2023-08-20 20:00:00,26120.3,26286.5,26120.3,26215.4,2493.34522866
2023-08-20 21:00:00,26215.4,26224.2,26129.7,26158.6,1103.42310611
2023-08-20 22:00:00,26158.6,26205.9,26158.6,26195.8,494.73499446
2023-08-20 23:00:00,26195.9,26195.9,26143.1,26173.7,646.19047427
2023-08-21 00:00:00,26173.7,26179.9,26106.9,26127.0,964.93046351
2023-08-21 01:00:00,26127.0,26148.6,26071.6,26128.0,1702.26699147
2023-08-21 02:00:00,26128.0,26141.3,26066.2,26083.1,840.99571909
2023-08-21 03:00:00,26083.1,26092.6,26057.5,26072.5,645.96655275
2023-08-21 04:00:00,26072.5,26072.6,26029.9,26040.3,1067.14012966
2023-08-21 05:00:00,26040.2,26180.0,26035.0,26080.5,3493.469522
2023-08-21 06:00:00,26080.5,26096.9,26008.0,26011.9,1077.66880019
2023-08-21 07:00:00,26011.8,26023.4,25976.3,25990.9,1250.30722075
2023-08-21 08:00:00,25990.8,26041.2,25961.0,26031.4,1284.30597948
2023-08-21 09:00:00,26031.3,26059.1,25981.1,26004.2,847.1688361
2023-08-21 10:00:00,26004.1,26004.1,25863.9,25918.7,3647.22527665
2023-08-21 11:00:00,25918.7,26017.9,25911.0,26005.1,1065.21180351
2023-08-21 12:00:00,26005.1,26056.6,25976.9,25982.4,1062.11685519
2023-08-21 13:00:00,25982.3,26124.2,25966.6,26112.8,1861.30568406
2023-08-21 14:00:00,26112.8,26180.7,26038.6,26095.2,3851.22694771
2023-08-21 15:00:00,26095.1,26113.2,25792.8,25921.4,8267.36425384
2023-08-21 16:00:00,25921.4,26031.3,25921.4,25996.0,2495.14736217
2023-08-21 17:00:00,25996.0,26057.3,25991.3,26034.8,1196.76269772
2023-08-21 18:00:00,26034.9,26096.0,26014.9,26017.4,1110.18903862
2023-08-21 19:00:00,26017.4,26148.2,26017.4,26080.7,1937.20863144
2023-08-21 20:00:00,26080.8,26136.0,26080.7,26097.0,1166.68265496
2023-08-21 21:00:00,26097.0,26246.4,26068.0,26180.6,1775.3635438
2023-08-21 22:00:00,26180.6,26180.6,26121.9,26121.9,736.06417834
2023-08-21 23:00:00,26121.9,26132.8,26102.7,26107.5,521.87188746
2023-08-22 00:00:00,26107.4,26119.7,26080.4,26086.7,767.05298993
2023-08-22 01:00:00,26086.8,26090.3,26034.0,26034.0,964.36327097
2023-08-22 02:00:00,26034.0,26049.9,26027.4,26044.6,538.09993001
2023-08-22 03:00:00,26044.6,26051.0,26007.7,26030.7,560.40685488
2023-08-22 04:00:00,26030.7,26030.7,25987.6,25993.4,572.94998664
2023-08-22 05:00:00,25993.4,26024.1,25981.4,26024.0,704.48459129
2023-08-22 06:00:00,26024.1,26067.2,26011.7,26044.1,708.87663909
2023-08-22 07:00:00,26044.0,26092.0,26041.9,26082.1,700.52567305
2023-08-22 08:00:00,26082.0,26087.1,26030.7,26035.0,654.90042296
2023-08-22 09:00:00,26035.0,26060.2,26012.3,26032.7,971.91618435
2023-08-22 10:00:00,26032.7,26037.1,26013.8,26032.0,819.79362988
2023-08-22 11:00:00,26032.0,26044.7,26013.0,26032.4,607.04532179
2023-08-22 12:00:00,26032.5,26076.6,26027.1,26027.1,769.31372462
2023-08-22 13:00:00,26027.1,26035.7,25942.1,25980.9,2388.85623457
2023-08-22 14:00:00,25980.9,26031.5,25918.7,25973.7,3018.6282935
2023-08-22 15:00:00,25973.6,25996.8,25890.9,25913.2,2409.70358067
2023-08-22 16:00:00,25913.1,26035.4,25755.2,26001.0,10028.59832209
2023-08-22 17:00:00,26000.9,26012.7,25704.0,25812.8,7650.83399421
2023-08-22 18:00:00,25812.7,25989.9,25754.8,25888.7,4002.53070914
2023-08-22 19:00:00,25888.7,25937.9,25751.4,25758.0,2138.06291114
2023-08-22 20:00:00,25758.0,25848.5,25758.0,25847.9,1775.81218885
2023-08-22 21:00:00,25847.5,25877.9,25300.0,25649.4,12883.06687317
2023-08-22 22:00:00,25649.5,25832.7,25627.1,25784.5,3285.37956625
2023-08-22 23:00:00,25784.4,26042.0,25764.6,26028.2,5282.74294731
2023-08-23 00:00:00,26028.2,26166.0,26010.4,26019.3,3911.82008469
2023-08-23 01:00:00,26019.3,26053.7,25972.5,26024.6,1576.00463835
